EGID	logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	neglogpadj
29880	-0.174137483	5.109940026	-1.339734516	0.180918269	0.383697904	-5.491736599	ALG5	0.416010574
10058	-0.390771105	5.542377961	-1.335666913	0.182243886	0.385329666	-5.521665642	ABCB6	0.414167554
6563	-0.676764138	2.66316322	-1.31475441	0.189173397	0.394247937	-5.103357211	SLC14A1	0.40423057
120227	0.215326505	3.174899332	1.300525578	0.193998357	0.399961871	-5.283349807	CYP2R1	0.397981409
51171	-0.460914677	4.990502306	-1.289361588	0.197847008	0.403820488	-5.542663924	HSD17B14	0.393811651
51635	0.295613136	6.165117417	1.286562584	0.198820656	0.40524591	-5.613257707	DHRS7	0.39228136
113612	-0.269663926	4.093206352	-1.284344387	0.199594759	0.406261229	-5.469572971	CYP2U1	0.391194622
51170	-0.268458918	6.232944823	-1.276336739	0.202407626	0.410002513	-5.625712085	HSD17B11	0.387213481
55959	0.420501036	7.243529445	1.258647554	0.208723809	0.417695888	-5.636459845	SULF2	0.3791398
9469	-0.388235094	5.309615682	-1.257407087	0.209172052	0.418308585	-5.613532962	CHST3	0.378503222
133688	-1.570028911	3.093345584	-1.252534955	0.210939365	0.420059671	-5.205579645	UGT3A1	0.376689012
148867	-0.183026674	5.843880716	-1.2415012	0.214981722	0.425376301	-5.665087659	SLC30A7	0.37122671
199857	-0.183998765	3.374290504	-1.239059088	0.21588394	0.426856394	-5.341707714	ALG14	0.369718208
10560	0.409248987	3.491228193	1.238476437	0.216099599	0.427085916	-5.465775251	SLC19A2	0.36948475
85414	-0.422093154	2.745326592	-1.235688513	0.217133657	0.428410635	-5.263069116	SLC45A3	0.368139756
5826	-0.186592637	5.401498248	-1.223246038	0.221792166	0.434111075	-5.665636554	ABCD4	0.362399134
221	-0.393822146	5.594286431	-1.212249491	0.225968718	0.439800627	-5.690702356	ALDH3B1	0.356744156
4891	0.191843192	5.697699484	1.206242031	0.228274023	0.442095571	-5.70693851	SLC11A2	0.354483836
80777	-0.116031758	6.361800084	-1.192163583	0.233742185	0.447388543	-5.730722202	CYB5B	0.349315141
79087	-0.181973262	5.127979418	-1.191499912	0.234002237	0.447668023	-5.682538733	ALG12	0.349043926
2941	-0.251670255	4.484441958	-1.165859249	0.244207112	0.460850782	-5.627536146	GSTA4	0.336439671
2990	-0.146910493	6.580887384	-1.164420585	0.244788838	0.461482015	-5.763169354	GUSB	0.335845219
1593	-0.401565126	6.137134598	-1.161393076	0.246016202	0.462253579	-5.761396751	CYP27A1	0.335119717
84255	-0.194728368	5.467096266	-1.161099091	0.246135615	0.462392589	-5.7465752	SLC37A3	0.334989135
9990	-0.251555046	5.222708042	-1.157361281	0.247657417	0.463698155	-5.736234374	SLC12A6	0.333764632
85365	-0.18508594	5.504293059	-1.152586552	0.249610978	0.46631797	-5.743548495	ALG2	0.331317848
121260	-0.23331213	6.505133669	-1.150071972	0.250644138	0.467654628	-5.778694401	SLC15A4	0.330074763
9187	-0.199865953	4.046692898	-1.122637539	0.26211079	0.479477908	-5.657919835	SLC24A1	0.319231398
81031	0.405504911	3.321651949	1.101276179	0.271287201	0.490414688	-5.532598366	SLC2A10	0.309436531
7263	-0.360018848	5.047241153	-1.101256191	0.27129589	0.490414688	-5.76224586	TST	0.309436531
27173	-0.157679704	7.657106943	-1.086614242	0.277711981	0.497356143	-5.827082862	SLC39A1	0.303332514
80018	0.179320826	4.646498681	1.081313325	0.280060185	0.499889179	-5.78598178	NAA25	0.301126264
11194	0.21490358	4.66696078	1.075855035	0.282492204	0.502858326	-5.799365784	ABCB8	0.298554354
2181	0.181593607	5.887789012	1.060689394	0.28932467	0.508973279	-5.863433374	ACSL3	0.293305018
10478	0.106469877	4.596554576	1.035238783	0.301039762	0.520118973	-5.808181926	SLC25A17	0.283897304
8273	0.156049521	5.203441926	1.034792614	0.301247924	0.520281097	-5.856109781	SLC10A3	0.283761953
6518	-0.648978477	6.108066429	-1.025442473	0.305632388	0.52500476	-5.899866485	SLC2A5	0.279836759
51000	0.126525851	4.622848246	1.01617957	0.310017592	0.529295039	-5.841372111	SLC35B3	0.276302177
80255	-0.203576115	5.888895134	-1.012595797	0.311725331	0.530072587	-5.916026615	SLC35F5	0.275664655
56052	-0.134929658	4.952831706	-1.000216621	0.317672018	0.536151353	-5.883643857	ALG1	0.270712594
79154	-0.239152209	2.609952448	-0.997533204	0.318970844	0.537413394	-5.485340323	DHRS11	0.269691514
6536	0.302582002	2.624908654	0.994797254	0.320298681	0.538501649	-5.515135925	SLC6A9	0.268812963
51310	-0.375781679	4.751793924	-0.961294463	0.33685199	0.553446691	-5.889221667	SLC22A17	0.256924204
51167	0.198389469	4.011809388	0.956109693	0.339462169	0.55596546	-5.794314912	CYB5R4	0.254952189
219	0.280466095	5.26527221	0.952786121	0.341142185	0.556998685	-5.944119033	ALDH1B1	0.25414583
4249	-0.450746973	3.326968168	-0.935910326	0.349754844	0.565484929	-5.688571284	MGAT5	0.247578965
26503	-0.194607556	5.532991073	-0.927018099	0.354348232	0.5697401	-5.979014357	SLC17A5	0.244323213
10463	-0.178707473	6.345633386	-0.914374806	0.360944745	0.573663463	-6.014550595	SLC30A9	0.24134281
55186	0.149394819	6.26793051	0.9048555	0.365961989	0.57859234	-6.023800418	SLC25A36	0.23762732
4835	-0.227162591	5.644378778	-0.902131238	0.367405833	0.579850719	-5.994900232	NQO2	0.2366838
123096	0.270880263	4.097702974	0.893617025	0.37194122	0.584124783	-5.883525077	SLC25A29	0.233494367
92014	0.135680258	3.018418181	0.891184922	0.373243129	0.585388777	-5.671669591	SLC25A51	0.232555608
55334	-0.131388184	6.66120685	-0.885060835	0.376533877	0.588135713	-6.041311954	SLC39A9	0.230522448
23446	0.157830872	6.290973872	0.883948539	0.377133484	0.588772891	-6.04202732	SLC44A1	0.230052194
9056	0.380833825	5.752973749	0.863930885	0.388025144	0.598935943	-6.053544749	SLC7A7	0.222619623
55324	0.109161267	5.669131103	0.861732096	0.389233117	0.600047502	-6.046733235	ABCF3	0.221814368
2879	-0.209230287	7.601717787	-0.859513943	0.390454051	0.601407383	-6.046448231	GPX4	0.220831245
6526	-0.317272115	6.457663962	-0.850317627	0.395540813	0.606310576	-6.068203672	SLC5A3	0.217304856
57181	-0.16925706	5.287111235	-0.848243569	0.396693563	0.607603082	-6.038250144	SLC39A10	0.216380032
54733	0.181655311	4.350167684	0.831698036	0.405962088	0.615792827	-5.97358476	SLC35F2	0.210565374
4837	-0.416214393	9.193230947	-0.819046574	0.413135955	0.622249259	-6.031407564	NNMT	0.206035612
120103	0.159567976	3.377643077	0.816988158	0.414310239	0.62349962	-5.811384472	SLC36A4	0.205163807
2589	0.132157891	6.363577406	0.816961934	0.414325212	0.62349962	-6.097971756	GALNT1	0.205163807
215	-0.162281713	4.794012119	-0.811345733	0.417539262	0.626335484	-6.017741269	ABCD1	0.203192983
51006	0.113637769	5.623760434	0.792483598	0.428441019	0.637492089	-6.10117916	SLC35C2	0.1955252
57412	-0.245905393	4.155674353	-0.778456885	0.436654645	0.644744452	-5.935835718	AS3MT	0.190612386
292	0.194529908	7.654939587	0.759119209	0.448126045	0.655244624	-6.119048601	SLC25A5	0.183596534
55508	-0.133974597	3.724714631	-0.758260359	0.448639479	0.655536867	-5.910993523	SLC35E3	0.183402879
6529	-0.351231957	2.670721415	-0.752813087	0.45190373	0.658264715	-5.623946969	SLC6A1	0.181599424
197322	0.151196755	4.152049154	0.727914373	0.46699443	0.670875766	-6.017371913	ACSF3	0.173357896
1836	-0.147744849	4.982519989	-0.726154022	0.468071857	0.671762401	-6.112284196	SLC26A2	0.172784308
126133	0.130217749	4.777616018	0.724351992	0.469176222	0.672773453	-6.100959458	ALDH16A1	0.172131154
60560	0.125549875	3.796912709	0.716173208	0.474206674	0.676609159	-5.985362975	NAA35	0.169662128
63027	0.176497257	4.610198499	0.707680227	0.479461678	0.681136331	-6.071439931	SLC22A23	0.166765954
51377	0.114342166	4.226287196	0.688151192	0.491665178	0.691796989	-6.057712816	UCHL5	0.160021332
3028	0.112949459	5.693085979	0.683098525	0.49484955	0.694783399	-6.179116254	HSD17B10	0.158150567
4257	-0.352967368	6.947501566	-0.681553049	0.495825768	0.695331239	-6.192213199	MGST1	0.157808259
2052	-0.155317672	6.65019615	-0.679612428	0.497053041	0.696217135	-6.198404308	EPHX1	0.157255293
6817	-0.243546965	4.581380888	-0.672777602	0.501388368	0.699414217	-6.075742515	SULT1A1	0.155265544
122830	0.122081947	4.64937485	0.665295911	0.506156929	0.703158185	-6.129482976	NAA30	0.152946963
118881	0.232768315	2.863395064	0.659867798	0.509631531	0.706441919	-5.791622204	COMTD1	0.150923539
55972	-0.221462758	3.048561666	-0.657709465	0.511016578	0.707279614	-5.828428337	SLC25A40	0.150408859
6059	0.087768199	5.96446104	0.638158272	0.523652264	0.716849089	-6.216692015	ABCE1	0.144572262
116843	-0.129247281	4.118583138	-0.626381631	0.531340186	0.723802766	-6.060300632	SLC18B1	0.140379761
6507	0.255904761	4.184417545	0.625995942	0.531592935	0.723846784	-6.128963021	SLC1A3	0.140353351
91137	-0.124967494	5.158719177	-0.621407845	0.534604282	0.726587553	-6.190372473	SLC25A46	0.138712046
51703	-0.167782986	5.196807452	-0.615793649	0.538300805	0.72910507	-6.192793968	ACSL5	0.137209882
6558	-0.177162492	5.018683701	-0.614253874	0.539316873	0.729821088	-6.177534632	SLC12A2	0.136783592
10166	-0.134266406	3.138645826	-0.610246657	0.541965668	0.731749761	-5.905416191	SLC25A15	0.135637411
1545	0.294223596	5.050035665	0.595369559	0.551856106	0.739555003	-6.212081644	CYP1B1	0.131029521
2947	-0.2329124	4.590816648	-0.593248384	0.553273493	0.740695911	-6.132925188	GSTM3	0.130360053
6576	-0.128988498	6.506680741	-0.591781231	0.554254903	0.741316251	-6.253046487	SLC25A1	0.129996479
9	-0.130498406	2.394244832	-0.574390345	0.565952674	0.75075745	-5.681984083	NAT1	0.12450035
80155	-0.088259263	5.477023316	-0.568871323	0.56968967	0.753682033	-6.238019105	NAA15	0.122811838
11282	-0.103718601	7.101884874	-0.560003957	0.575718478	0.756976277	-6.263117186	MGAT4B	0.120917731
113189	-0.093990239	5.341281827	-0.558818991	0.576526404	0.757446615	-6.240342534	CHST14	0.120647971
2882	0.141767741	3.528469084	0.555164659	0.57902135	0.759284539	-6.01657353	GPX7	0.119595444
7351	0.16249312	6.334715827	0.540093316	0.589364462	0.767341308	-6.280438296	UCP2	0.115011422
3295	-0.089938612	6.846420948	-0.534412772	0.593284944	0.770015074	-6.282962246	HSD17B4	0.113500773
51629	0.119067779	6.683128593	0.534001108	0.593569522	0.770271566	-6.283946952	SLC25A39	0.113356133
55501	0.084263848	4.437594835	0.515634638	0.606329296	0.779727027	-6.175777779	CHST12	0.108057412
207063	-0.083468301	4.817915646	-0.509822874	0.610392388	0.782584814	-6.222342346	DHRSX	0.106468584
64924	-0.077065016	5.687294078	-0.50593515	0.613117101	0.784685948	-6.281892846	SLC30A5	0.105304125
883	-0.110313195	3.007557865	-0.476438426	0.633962677	0.798264739	-5.936451736	CCBL1	0.097853054
81894	-0.079271504	5.1035984	-0.458895261	0.646501595	0.807330307	-6.267044985	SLC25A28	0.092948744
23516	0.165398378	8.180243569	0.456820043	0.647991623	0.807635211	-6.275110203	SLC39A14	0.092784755
6522	-0.076940424	6.917230327	-0.44947991	0.653273238	0.810606622	-6.317261339	SLC4A2	0.091189853
5250	-0.067595965	8.398726627	-0.447265553	0.654870028	0.811575746	-6.273480373	SLC25A3	0.09067094
6567	-0.133235367	4.69758849	-0.445180466	0.656375049	0.812415024	-6.247991049	SLC16A2	0.090222054
206358	-0.115018504	4.736766842	-0.443418768	0.657647738	0.813391873	-6.251345032	SLC36A1	0.089700171
51144	0.083959983	6.264105173	0.441016136	0.659385057	0.814087202	-6.32715884	HSD17B12	0.089329073
79868	0.068293988	4.770123111	0.429508034	0.667731887	0.819410069	-6.25900909	ALG13	0.086498704
11226	0.116367691	2.664148186	0.427959818	0.668857989	0.820022958	-5.855206768	GALNT6	0.086173988
57106	0.130847568	3.853104948	0.395957046	0.692299519	0.835816819	-6.13583377	NAT14	0.077888894
29988	-0.079573855	4.085970951	-0.37029096	0.71131685	0.848097654	-6.185298591	SLC2A8	0.071554138
56548	0.095238576	2.632085797	0.359061263	0.719695359	0.853690994	-5.859070579	CHST7	0.0686993
285195	0.123158776	4.293178178	0.356516076	0.721599077	0.854759377	-6.24717937	SLC9A9	0.068156126
55630	0.137923729	3.217181925	0.353923818	0.723539782	0.855878667	-6.092746798	SLC39A4	0.067587798
23213	0.141996908	6.608404518	0.351618927	0.725266847	0.856545092	-6.35811197	SULF1	0.067249769
10479	0.045489912	4.751439021	0.348527759	0.727585274	0.858468004	-6.290384511	SLC9A6	0.066275887
80723	0.097309338	3.408053547	0.344719871	0.730444692	0.860150177	-6.01253411	SLC35G2	0.065425717
10559	-0.048120003	4.809121403	-0.311877184	0.755259174	0.875288868	-6.294312186	SLC35A1	0.057848595
10901	-0.063045627	5.467916293	-0.283633434	0.776804476	0.888887128	-6.347835816	DHRS4	0.051153383
55640	-0.077883528	3.968265873	-0.282356417	0.777782849	0.889660899	-6.234984047	FLVCR2	0.050775496
6533	0.077787502	5.779546671	0.279222707	0.780185205	0.890622116	-6.379532248	SLC6A6	0.050306525
84179	0.10371836	2.796781135	0.278169963	0.78099273	0.890909665	-5.934023698	SLC49A3	0.05016633
1468	-0.083620134	4.624658425	-0.275811492	0.782802694	0.892031727	-6.288957426	SLC25A10	0.049619699
79053	0.028920626	5.016741803	0.275828316	0.782789778	0.892031727	-6.32598918	ALG8	0.049619699
9497	0.083265437	5.178951514	0.272839853	0.785084901	0.893673388	-6.352238849	SLC4A7	0.048821174
6541	0.081400949	5.921798875	0.257210687	0.797118125	0.899041387	-6.388430376	SLC7A1	0.046220315
11309	0.089249794	6.606128466	0.253324244	0.800118026	0.900125959	-6.387897459	SLCO2B1	0.045696713
55315	0.062190845	3.415782789	0.244443388	0.806984097	0.903837538	-6.111768632	SLC29A3	0.043909626
55568	0.055698598	5.300863783	0.238697767	0.811434215	0.906399344	-6.364974135	GALNT10	0.042680417
6581	0.116368462	2.771626829	0.229198375	0.818805071	0.911634341	-6.026321233	SLC22A3	0.040179323
9435	-0.065825464	4.842917463	-0.222135207	0.824296057	0.914616161	-6.309685482	CHST2	0.038761129
112483	0.03776733	5.460626212	0.21861017	0.827039708	0.915934421	-6.370709886	SAT2	0.03813562
84316	0.052863902	4.616299239	0.21807802	0.827454082	0.916048761	-6.305185259	NAA38	0.038081408
153642	0.03876527	3.786954716	0.208194222	0.835159035	0.921028932	-6.19623814	ARSK	0.035726727
84925	-0.03885638	3.857181511	-0.207553216	0.83565929	0.921408057	-6.199243934	SLC49A4	0.035547994
4245	-0.027243656	7.889466508	-0.207363624	0.835807265	0.921427774	-6.374176348	MGAT1	0.035538701
5445	0.052367382	6.269747291	0.207258679	0.835889176	0.921427774	-6.401754304	PON2	0.035538701
203427	0.048852294	4.985396488	0.205512995	0.837251968	0.922041932	-6.346312638	SLC25A43	0.035249328
55676	-0.047716482	3.849748637	-0.200437815	0.841216743	0.923386111	-6.214127393	SLC30A6	0.034616662
4363	-0.041716679	6.306650844	-0.199075551	0.842281649	0.924038284	-6.403141929	ABCC1	0.034310035
83693	0.024560115	4.667836351	0.186349657	0.852243419	0.929081806	-6.322837038	HSDL1	0.031946045
9486	-0.044384991	3.372025034	-0.179246304	0.857814295	0.932048986	-6.138734255	CHST10	0.030561262
8034	-0.03410692	3.936488608	-0.177346528	0.85930543	0.932636628	-6.240979738	SLC25A16	0.030287532
54946	-0.030604898	5.246710097	-0.177761329	0.85897981	0.932636628	-6.368357482	SLC41A3	0.030287532
153129	0.022131837	3.104730066	0.153553088	0.878021843	0.943645121	-6.051680115	SLC38A9	0.025191301
56603	0.06378558	2.506822156	0.141758096	0.88732612	0.948188522	-5.874111892	CYP26B1	0.023105306
56267	0.021867939	4.352323605	0.135586497	0.892200777	0.949954665	-6.278823926	CCBL2	0.02229712
6890	-0.029450465	7.63274431	-0.129488032	0.897021686	0.953621989	-6.393216295	ABCB2	0.020623743
114789	0.032958957	4.239694164	0.127030291	0.898965648	0.954826699	-6.256087528	SLC25A25	0.020075446
10237	0.015942683	5.518782425	0.124145724	0.901247985	0.955648101	-6.388195313	SLC35B1	0.019701999
2950	0.039678079	7.819480485	0.121195046	0.903583477	0.956231231	-6.387206378	GSTP1	0.019437076
29957	0.022221132	5.526281059	0.09851531	0.92156117	0.964395485	-6.400483897	SLC25A24	0.015744831
283130	-0.023196509	2.876329975	-0.089957665	0.928355578	0.96788676	-6.018660998	SLC25A45	0.014175451
22950	0.008441255	5.100458881	0.078303189	0.937617075	0.973111304	-6.374864697	SLC4A1AP	0.011837483
293	0.015959046	9.24908375	0.07780781	0.938010936	0.973299982	-6.327939294	SLC25A6	0.011753285
9481	-0.039649473	2.225919021	-0.074934987	0.940295327	0.974685146	-5.843603847	SLC25A27	0.011135653
6891	-0.015313486	6.511471498	-0.07256594	0.942179501	0.975905715	-6.421589287	ABCB3	0.010592139
84102	-0.016405135	4.869981572	-0.066431251	0.947060085	0.978293713	-6.354367978	SLC41A2	0.009530737
80024	0.008665017	5.192019362	0.064571914	0.948539722	0.978760251	-6.381049671	SLC8B1	0.009323676
2936	-0.015289511	5.65786943	-0.064355806	0.94871171	0.978760251	-6.407900716	GSR	0.009323676
22	-0.007856576	4.628186448	-0.049964467	0.960169936	0.984105882	-6.332794275	ABCB7	0.006958173
1650	0.005939248	8.129762708	0.045662205	0.963597061	0.985778543	-6.379145961	DDOST	0.006220639
873	-0.008394842	6.357649246	-0.042040817	0.966482336	0.987090393	-6.420590472	CBR1	0.005643075
51296	0.009882646	5.392248483	0.03537758	0.971792271	0.989178702	-6.3967516	SLC15A3	0.004725243
6513	-0.011031676	8.116053194	-0.032213299	0.974314341	0.990140981	-6.384007553	SLC2A1	0.004302964
56996	-0.004805511	5.360473741	-0.026494021	0.978873491	0.991160958	-6.39909424	SLC12A9	0.003855813
8534	-0.009371618	3.027099008	-0.016683894	0.98669521	0.994548912	-5.934379956	CHST1	0.002373853
133308	0.002266102	2.531960594	0.007301993	0.994176711	0.99814726	-5.911800955	SLC9B2	0.000805381
