logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	neglogpadj
0.115078202	4.949869322	1.216661978	0.224280898	0.363516281	-5.674804797	SLC27A3	0.439476133
0.121832193	5.485564317	1.213967847	0.225307181	0.36449505	-5.690710354	NQO1	0.438308365
-0.048346773	4.59706244	-1.201814208	0.229978706	0.370058645	-5.638650209	SLC25A17	0.431729446
-0.105633877	2.39456071	-1.193955106	0.233036073	0.37344752	-5.187347842	NAT1	0.42777042
-0.093233903	4.152723948	-1.189746705	0.23468507	0.375291589	-5.633322839	ACSF3	0.425631169
-0.400989382	4.767028887	-1.187797062	0.23545181	0.376090596	-5.691458376	AGXT2	0.424707526
0.134679001	4.09590528	1.18720732	0.235684088	0.376308502	-5.632139782	SLC25A29	0.424455969
-0.06188512	4.743415389	-1.177306186	0.239608102	0.381178524	-5.700101382	CYP20A1	0.418871576
0.082753242	8.954791113	1.176046455	0.240110651	0.381617158	-5.696356425	CYB5R3	0.418372107
0.17900818	4.751470368	1.174778226	0.240617344	0.381907069	-5.705899563	SLC22A17	0.418042303
-0.120035182	2.626254034	-1.167342958	0.243603132	0.38477925	-5.300778069	CHST7	0.414788356
-0.114979972	3.528808194	-1.16062816	0.24632195	0.388084764	-5.517460134	FMO4	0.411073407
0.283293733	6.108228045	1.152555347	0.249618773	0.391759101	-5.78125745	SLC2A5	0.406980906
0.12408681	5.843083428	1.136193622	0.256395211	0.398938619	-5.798463825	SLC43A3	0.39909392
-0.385170264	1.94043894	-1.134616806	0.257054977	0.399384758	-5.176664185	GALNT9	0.398608513
-0.194426026	6.442011688	-1.127111994	0.260211304	0.402684577	-5.811302333	MAOA	0.395035004
-0.069835929	6.085121238	-1.122956232	0.261970634	0.404832457	-5.82265042	SLC25A11	0.392724676
-0.110568952	7.65564395	-1.120037325	0.263211262	0.406429662	-5.808303353	SLC25A5	0.391014604
0.091400899	5.356443288	1.119651859	0.263375401	0.406629797	-5.788326796	HAGH	0.3908008
0.158185206	4.582628804	1.117120347	0.264455127	0.407655501	-5.691085151	SULT1A1	0.389706693
0.103792839	7.692856381	1.116325956	0.264794576	0.407911801	-5.810093048	ALDH2	0.38943373
-0.091004876	5.53395695	-1.113855459	0.265852161	0.409059433	-5.813120187	SLC17A5	0.388213588
-0.382031363	3.920388403	-1.102134316	0.270909539	0.414620096	-5.5742972	SLC23A3	0.382349652
0.060954105	7.658056333	1.088488005	0.276880397	0.420859633	-5.839368034	SLC39A1	0.375862728
-0.07489837	2.661937831	-1.08643955	0.277784391	0.421852582	-5.446018897	NAA80	0.374839288
-0.07234999	5.386756457	-1.073547769	0.283519836	0.427859189	-5.847229761	SLC25A13	0.368699136
-0.075921262	4.064899344	-1.072573797	0.283956393	0.428207617	-5.713113884	ALG10B	0.368345612
-0.0723129	4.171454557	-1.064682692	0.287510192	0.43216433	-5.773065531	SLC26A11	0.364351082
-0.113326426	6.859292384	-1.060508949	0.289401976	0.434398046	-5.886066412	ABCA1	0.362112137
0.05526053	6.915295931	1.056557377	0.291200792	0.436172811	-5.89281117	SLC39A7	0.36034141
-0.17076447	7.830114793	-1.053154704	0.292755769	0.437647207	-5.886271915	CCN1	0.358875839
-0.084814858	3.561810575	-1.050521662	0.293962866	0.438950256	-5.654280905	SLC2A11	0.357584693
0.053771909	5.191368387	1.035641732	0.300847295	0.44651274	-5.88046432	SLC8B1	0.350166145
-0.091119498	7.804902791	-1.027029214	0.304880844	0.450908163	-5.901176424	DPYSL2	0.345911902
0.049654844	7.090072796	1.022751353	0.306897637	0.453207959	-5.92517818	SLC35A4	0.343702472
0.12750641	5.05040889	1.017125582	0.309563361	0.456058006	-5.870916001	TST	0.340979916
-0.068905743	4.268945096	-1.000291762	0.317631299	0.46405456	-5.842283073	DHRS1	0.333430955
-0.093091831	3.373005552	-0.995201599	0.320097836	0.466616191	-5.719948574	CHST10	0.331040196
0.066252988	5.283379637	0.962153112	0.336416742	0.484101336	-5.960234412	SLC9A1	0.315063719
-0.447352486	5.484565849	-0.948999923	0.343058378	0.490791851	-5.742258904	GSTA2	0.309102657
0.243109273	2.20449783	0.936984107	0.349198632	0.496980337	-5.458691729	ABCA12	0.303660794
0.165427422	7.271864051	0.932868713	0.35131765	0.498497907	-6.000627145	ABCC3	0.302336661
-0.311740414	4.435682435	-0.931633985	0.351955002	0.498652468	-5.909371622	SLC39A5	0.302202027
0.073680014	9.249094137	0.928998495	0.353317865	0.500183255	-5.92716053	SLC25A6	0.300870852
-0.283488525	5.170380386	-0.905683312	0.365519991	0.512700044	-5.958040782	FMO1	0.290136645
-0.131545526	4.786029574	-0.896657709	0.370313591	0.517340825	-5.953893877	ABCC9	0.286223249
0.051659041	4.539754377	0.896013682	0.370657131	0.517631332	-5.959836586	SLC25A38	0.285979444
-0.150450736	5.168606898	-0.886590888	0.375706157	0.521978676	-6.009293391	SLC29A4	0.282347239
-0.059711148	3.511534117	-0.883654164	0.37728841	0.523421558	-5.845228556	NAA16	0.281148394
-0.071859616	5.959748308	-0.880394384	0.379049538	0.525122504	-6.050637999	SLC41A1	0.27973937
-0.048636251	3.105612726	-0.879070811	0.379766056	0.525682281	-5.720745592	SLC38A9	0.279276661
-0.091148444	3.874281903	-0.871043641	0.384129445	0.529791835	-5.919597587	GALNT12	0.275894739
0.052957093	4.769512885	0.865556529	0.387129746	0.532484458	-6.000162608	ALG13	0.273693064
0.107952151	7.821234494	0.853429279	0.39381147	0.539199971	-6.057182068	GSTP1	0.26825014
-0.049443027	4.26801159	-0.844035725	0.399034829	0.544167807	-5.941843104	SLC25A20	0.264267155
-0.052931277	6.268940959	-0.830744869	0.406496352	0.551215227	-6.104001608	SLC25A36	0.258678794
0.046840875	5.844309971	0.822217863	0.411327112	0.55603758	-6.104876926	SLC30A7	0.254895855
0.096846542	5.177592012	0.813226709	0.416457656	0.560464155	-6.081726851	SLC4A7	0.251452158
-0.056851143	3.72520043	-0.809758233	0.41844692	0.562178286	-5.875907693	SLC35E3	0.250125933
-0.072805237	5.30055379	-0.806826689	0.420132606	0.563592338	-6.088489216	GALNT10	0.24903492
-0.26403762	3.955440169	-0.785062962	0.432771661	0.575254159	-5.917250158	SLC2A2	0.240140233
0.074232677	8.298207641	0.784842799	0.432900636	0.575295733	-6.091622352	SLC38A1	0.240108847
-0.092791889	5.157775461	-0.759328847	0.447997517	0.588846737	-6.127253443	GSTM2	0.229997727
0.189556621	2.607403389	0.749791001	0.453717286	0.594753069	-5.713955895	SLC23A1	0.225663308
0.086364618	5.307771817	0.726051401	0.46813162	0.606844919	-6.150009333	CHST3	0.21692228
0.095269606	8.116513101	0.721938064	0.47065478	0.609243938	-6.153182373	SLC2A1	0.215208783
0.040332683	2.756915718	0.719256155	0.472303936	0.610610541	-5.74072125	SLC25A14	0.214235703
0.045122731	6.362887335	0.718296909	0.472894567	0.610934546	-6.188773686	GALNT1	0.214005316
-0.112710643	6.605142902	-0.712179537	0.476670762	0.614196014	-6.189560795	SULF1	0.211693006
0.10108442	6.424107174	0.710909787	0.477456637	0.614699818	-6.192199626	CHST15	0.211336915
-0.045954632	6.847947118	-0.707845279	0.479356251	0.616509617	-6.195141512	HSD17B4	0.210060144
-0.054259215	4.981181474	-0.68541597	0.493384754	0.629396907	-6.156329448	SLC26A2	0.201075396
0.072374953	5.780327148	0.671363081	0.502285281	0.637309623	-6.216743375	SLC6A6	0.195649524
-0.038962979	4.809382376	-0.655141342	0.512664422	0.644850585	-6.15135808	SLC35A1	0.190540902
-0.124811438	2.22398157	-0.654231859	0.513249637	0.645253784	-5.611664901	SLC25A34	0.19026944
-0.09060123	2.795521092	-0.652480807	0.514377348	0.64577111	-5.827348611	SLC49A3	0.189921388
-0.036589324	3.375370819	-0.630487054	0.528650998	0.658785206	-5.882016868	ALG14	0.181256162
-0.090422241	6.685998184	-0.622042718	0.534184498	0.663057634	-6.247849974	SLC16A4	0.17844872
-0.038304949	4.894395315	-0.617550781	0.537139929	0.665673676	-6.186768248	DHRS7B	0.176738617
-0.047345472	6.361419057	-0.615106041	0.538751881	0.666864078	-6.253629362	CBR1	0.175962676
0.059156729	5.645418458	0.606548646	0.544413333	0.671789168	-6.229151896	NQO2	0.172767003
-0.068643673	4.841011435	-0.598635011	0.549675142	0.675733209	-6.184708384	CHST2	0.170224737
-0.119155244	7.675553239	-0.593932262	0.552813883	0.67876425	-6.257786166	MAOB	0.16828104
-0.072553401	4.159083922	-0.593614092	0.553026555	0.678861136	-6.073128584	AS3MT	0.168219053
-0.052675014	2.611109008	-0.57693792	0.564229309	0.689022042	-5.821888648	DHRS11	0.161766885
0.089396525	4.182013991	0.569339232	0.56937006	0.693215259	-6.181113178	SLC1A3	0.159131886
-0.034473906	5.476382332	-0.569241206	0.569436524	0.693224514	-6.251611996	NAA15	0.159126088
-0.175482872	4.986399675	-0.5659899	0.571643088	0.694912736	-6.17604137	DPYS	0.158069729
-0.054813637	3.528239731	-0.562187914	0.57422854	0.697184487	-6.035972572	GPX7	0.156652285
0.12052437	3.018508967	0.533896524	0.593639672	0.715148775	-5.7885738	CHST1	0.145603601
-0.052093059	3.560075947	-0.531221958	0.59549021	0.716595004	-6.052435784	GSTZ1	0.144726224
0.056082251	5.196799025	0.530904244	0.595710212	0.716616871	-6.259572479	ACSL5	0.144712972
0.050928728	5.2202717	0.526292364	0.598907902	0.718462889	-6.26695622	SLC46A3	0.14359566
0.034447175	5.340833145	0.5193792	0.603715768	0.722263369	-6.277108753	CHST14	0.141304411
-0.025773233	6.719876534	-0.501839703	0.615991198	0.731428068	-6.318101429	SLC35E1	0.135828378
0.051541431	2.662921262	0.481663798	0.630246012	0.742775443	-5.834292738	GALNT6	0.129142463
0.065091844	4.992115787	0.472946586	0.636448344	0.747342075	-6.259949566	HSD17B14	0.126480566
0.038453164	6.234301266	0.470046167	0.638517712	0.748986364	-6.327777916	HSD17B11	0.125526089
0.059643268	3.503265424	0.46907297	0.639212695	0.749577608	-6.089843614	ACSF2	0.125183396
-0.053345526	6.313841712	-0.450875199	0.652266123	0.760191799	-6.340250836	SLC22A5	0.11907682
-0.096956539	6.986675036	-0.450602972	0.652462221	0.76026987	-6.33846228	GGT1	0.119032221
0.06900712	2.980391669	0.44578547	0.655936456	0.762794255	-5.873455372	SLC16A13	0.117592587
0.067510473	5.467506789	0.432707988	0.665405066	0.769111342	-6.329346913	GAMT	0.114010784
-0.033644388	6.122109982	-0.428060757	0.668782871	0.77203057	-6.346873593	TPMT	0.112365503
0.013800156	5.105715788	0.410247063	0.681792502	0.782111637	-6.309880238	ALG9	0.106731252
-0.050700555	2.403051429	-0.403487516	0.686754309	0.785538607	-5.786191027	SLC43A1	0.104832466
-0.023815808	5.688287642	-0.401469444	0.688238304	0.787083172	-6.342092861	SLC30A5	0.103979373
-0.04319876	4.627534072	-0.374777368	0.707977768	0.801639667	-6.284731384	SLC25A10	0.096020801
-0.064705288	2.668937133	-0.360758335	0.718425586	0.810195752	-5.859977941	SLC6A1	0.091410038
-0.134268758	1.896128983	-0.358913302	0.719804604	0.811131836	-5.953882873	GSTM1	0.090908553
0.060280159	6.01100859	0.354161937	0.723360081	0.813548668	-6.364439825	ALDH4A1	0.089616462
-0.060898685	2.860564949	-0.353741373	0.723675081	0.813611229	-5.848171313	SLC26A1	0.089583066
-0.067180589	4.606563715	-0.353665446	0.723731955	0.813611229	-6.300245179	SULT1C2	0.089583066
0.02434631	3.470038639	0.315101164	0.75281036	0.835950997	-6.159206224	SLC38A7	0.07781918
0.057720947	2.771708883	0.301198507	0.763382682	0.843373156	-6.059139303	SLC22A3	0.073980226
-0.027021906	7.599646942	-0.283001587	0.77728745	0.853344531	-6.380328686	SLC9A3R1	0.068875591
0.031442976	3.609366405	0.28120919	0.778661029	0.854481079	-6.109993296	DHRS13	0.06829755
-0.058639648	4.737906505	-0.271324195	0.786248617	0.859444029	-6.345734634	ABCB1	0.065782401
0.026849777	3.968919703	0.257185914	0.797136275	0.867995551	-6.2814846	FLVCR2	0.061482501
-0.015569214	7.746432682	-0.244910693	0.806621518	0.875606493	-6.371543451	SLC38A2	0.057691027
-0.008975067	6.36309913	-0.239071733	0.811143491	0.878745	-6.41288506	CYB5B	0.056137133
0.014520203	5.461353827	0.21747051	0.82792639	0.889683828	-6.38969332	SAT2	0.050764304
0.029268503	6.926238469	0.197188889	0.843756234	0.9023717	-6.420397687	SLC2A3	0.044614533
0.011101811	8.399422047	0.190535518	0.848963352	0.905637807	-6.370615133	SLC25A3	0.043045456
-0.013499981	6.395979649	-0.187288363	0.851507085	0.906708765	-6.422164603	SLC35E2B	0.042532186
-0.014804366	4.538986527	-0.18437822	0.85378813	0.9083648	-6.328150754	SLC27A4	0.041739703
0.009177028	4.566815574	0.183745566	0.854284183	0.908550356	-6.32028412	SLC25A32	0.041650997
-0.013903485	6.443336496	-0.180442844	0.856874727	0.909786696	-6.425560312	ACSL4	0.041060418
0.007473005	5.100876245	0.176735912	0.85978416	0.912058913	-6.378376957	SLC4A1AP	0.039977108
-0.053739674	3.348249223	-0.17041976	0.864745852	0.915055671	-5.984483258	SLC7A9	0.038552483
0.022807909	3.222234953	0.156738753	0.87551115	0.921932655	-6.193308882	SLC39A4	0.035300802
0.009229289	3.889524063	0.156760816	0.875493771	0.921932655	-6.228089785	SLC25A26	0.035300802
0.012083272	5.26680746	0.137933888	0.890345687	0.931595402	-6.409925507	SLC35D1	0.030772664
0.013626959	5.045729231	0.134303226	0.893214401	0.933609677	-6.401218475	ABCC5	0.029834655
-0.013061251	6.09341978	-0.132286153	0.89480877	0.934980293	-6.416766312	ACSS1	0.029197543
-0.025954918	4.350951203	-0.121293377	0.903505191	0.941394376	-6.234064697	MGAT3	0.026228401
-0.025324728	4.722449683	-0.114882074	0.908582628	0.944762282	-6.357064579	ABCC6	0.024677454
-0.006860886	5.698728882	-0.111206934	0.911494861	0.946370006	-6.428630733	SLC11A2	0.023939033
0.013425715	5.921989165	0.111019683	0.911643273	0.946440658	-6.431533514	SLC7A1	0.023906611
-0.010781909	7.495282486	-0.106484428	0.915238788	0.949252946	-6.42162327	SLC37A4	0.022618046
-0.006468975	6.482600854	-0.10476152	0.916605156	0.950084397	-6.435701326	NAA50	0.022237814
0.006450968	3.174738969	0.103132266	0.917897478	0.950921763	-6.108870539	CYP2R1	0.021855213
-0.005997117	5.128943298	-0.100789014	0.919756523	0.952161753	-6.39670865	SLC35D2	0.021289268
0.038995571	3.196794651	0.086312252	0.931251189	0.958432688	-6.108130523	SLC34A2	0.018438383
0.008999312	3.407123728	0.07885023	0.93718187	0.961920112	-6.041693766	SLC35G2	0.016860995
-0.010532503	4.661937269	-0.076886774	0.938742984	0.962802047	-6.316777199	ACSM3	0.016462995
0.007170797	4.969055861	0.076241248	0.939256284	0.963136374	-6.394029062	DPYD	0.016312215
-0.013276618	7.632742456	-0.069244619	0.944821339	0.966234883	-6.411836662	GALNT14	0.014917288
0.00474243	5.930164003	0.068052568	0.945769763	0.966701137	-6.431815002	ACSS2	0.014707771
0.003469701	5.344609849	0.067821286	0.945953785	0.966805322	-6.400469592	MGAT2	0.014660968
-0.005615297	3.139126377	-0.066108591	0.9473166	0.967452093	-6.098226897	SLC25A15	0.014370531
0.004987967	6.378236928	0.06304271	0.949756549	0.968842172	-6.438443065	SLC39A6	0.013746965
0.002907135	5.96342789	0.054500766	0.956556983	0.972902659	-6.428281564	ABCE1	0.01193061
-0.009029601	5.696988416	-0.053192388	0.957598905	0.973469341	-6.406469075	SLC7A2	0.011677722
0.004119128	4.012095545	0.050351932	0.959861139	0.975192153	-6.231397847	CYB5R4	0.010909802
-0.001060092	5.159127708	-0.013795471	0.98899841	0.993723596	-6.399771732	GSTM4	0.002734398
