EGID	logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	neglogpadj
60560	-0.150946325	3.796912709	-1.035195574	0.301053555	0.518576528	-5.512758457	NAA35	0.285187144
9497	0.252326953	5.178951514	1.012382477	0.311820953	0.529865224	-5.690313774	SLC4A7	0.275834583
11046	-0.12692041	5.127902332	-1.011246246	0.31236381	0.53039215	-5.683686258	SLC35D2	0.275402912
113829	0.102972155	7.089016886	1.00798324	0.313926246	0.531575758	-5.720207498	SLC35A4	0.274434833
147015	0.234058125	3.608334798	1.007012718	0.314391957	0.5319823	-5.463264632	DHRS13	0.274102817
25800	0.165494594	6.376604149	0.996858875	0.319291649	0.537464922	-5.73637204	SLC39A6	0.269649875
6891	0.171620931	6.511471498	0.993966883	0.320696288	0.538011422	-5.739664532	ABCB3	0.269208504
7779	-0.249558469	4.170282591	-0.985851662	0.324659438	0.541454864	-5.597605337	SLC30A1	0.266437741
217	0.193197457	7.689295232	0.982928473	0.326094806	0.542815341	-5.726038806	ALDH2	0.265347887
57210	-0.19851422	5.136943439	-0.98081805	0.327133651	0.543784621	-5.703813624	SLC45A4	0.264573079
10257	-0.257703699	6.005440119	-0.977915835	0.328565767	0.544849202	-5.75155888	ABCC4	0.263723681
6819	-0.394314708	4.603946035	-0.977130717	0.328953888	0.545262483	-5.670130849	SULT1C2	0.263394383
6513	0.270105224	8.116053194	0.976574653	0.329228957	0.545403302	-5.721966898	SLC2A1	0.263282237
9249	-0.172927099	7.113464505	-0.967097098	0.333940205	0.55022295	-5.758819055	DHRS3	0.259461299
206358	0.207901798	4.736766842	0.963763708	0.335607533	0.552021776	-5.691421863	SLC36A1	0.25804379
54946	0.133531551	5.246710097	0.951412426	0.34183228	0.557970723	-5.746371345	SLC41A3	0.253388588
51706	-0.102025283	5.993041117	-0.932219961	0.351650807	0.568082579	-5.787879803	CYB5R1	0.245588529
8534	-0.440755083	3.027099008	-0.923864458	0.355980756	0.572261175	-5.328092304	CHST1	0.242405718
4128	-0.334514251	6.437298537	-0.922680071	0.35659724	0.572729762	-5.795846939	MAOA	0.242050248
2944	0.703345668	1.909348635	0.919140006	0.358443896	0.574104959	-5.434748627	GSTM1	0.241008702
9351	-0.249441879	6.546722963	-0.919158962	0.358433992	0.574104959	-5.80253493	SLC9A3R2	0.241008702
55630	0.280354514	3.217181925	0.915501521	0.360348165	0.575635471	-5.590512648	SLC39A4	0.239852452
6518	0.466049148	6.108066429	0.909412107	0.363549392	0.578912484	-5.805890092	SLC2A5	0.237387085
8604	-0.106919471	4.616996059	-0.903801812	0.366514483	0.581417169	-5.742105989	SLC25A12	0.235512148
51363	0.269365948	6.42603962	0.901423353	0.367776072	0.58208558	-5.821941121	CHST15	0.235013159
79053	0.077560509	5.016741803	0.898508466	0.369325888	0.583910292	-5.765796661	ALG8	0.23365387
20	0.167270083	6.276237936	0.892732044	0.372409165	0.586580545	-5.830924241	ABCA2	0.231672345
2182	0.143343308	6.442079072	0.880008439	0.379256853	0.592925522	-5.842158874	ACSL4	0.226999855
8693	-0.132564655	4.766663213	-0.874247948	0.382382459	0.59637717	-5.786078872	GALNT4	0.22447899
26154	0.461026611	2.201874208	0.871478968	0.383890511	0.59728874	-5.341063789	ABCA12	0.223815672
6505	-0.297538246	5.873958768	-0.868644635	0.38543793	0.598221205	-5.842898436	SLC1A1	0.223138197
368	-0.410223152	4.71956244	-0.868244873	0.38565649	0.598245058	-5.767000231	ABCC6	0.22312088
64924	-0.107504437	5.687294078	-0.862827525	0.388625763	0.60039953	-5.836809823	SLC30A5	0.221559656
153129	-0.100131738	3.104730066	-0.857726834	0.391434198	0.602695473	-5.52561514	SLC38A9	0.219902071
8402	0.111902406	6.083972265	0.855067771	0.392903161	0.603744207	-5.860237783	SLC25A11	0.219147023
151295	-0.641075801	3.926011715	-0.850986062	0.395164555	0.605891545	-5.571341239	SLC23A3	0.217605108
51809	0.156649641	4.349276909	0.833168656	0.405128	0.614673816	-5.801008391	GALNT7	0.211355287
29985	0.129568841	3.93150059	0.830083015	0.406868655	0.616057103	-5.689793819	SLC39A3	0.210379031
10568	0.748782293	3.178513118	0.820620192	0.412234602	0.620494794	-5.616722585	SLC34A2	0.207261858
23213	0.274184777	6.608404518	0.820529914	0.412285997	0.620494794	-5.885496834	SULF1	0.207261858
55568	0.155071815	5.300863783	0.81587762	0.41493966	0.622832574	-5.863473721	GALNT10	0.205628682
55501	0.108821443	4.437594835	0.814586197	0.415678078	0.623464178	-5.787235046	CHST12	0.205188494
115286	-0.100672068	3.888214588	-0.810574525	0.417976854	0.625319285	-5.70391564	SLC25A26	0.203898177
124935	0.162809872	6.039690567	0.808535586	0.419148084	0.626482877	-5.888346202	SLC43A2	0.203090795
8034	0.121996625	3.936488608	0.792715314	0.428301314	0.63429372	-5.766300589	SLC25A16	0.197709588
9673	-0.119171483	5.632170591	-0.789562088	0.430139538	0.635921836	-5.896293456	SLC25A44	0.196596262
353189	-0.382699105	6.28641983	-0.789403642	0.430232028	0.635978737	-5.907961644	SLCO4C1	0.196557404
51170	-0.134814512	6.232944823	-0.784481956	0.433110726	0.637991872	-5.913246524	HSD17B11	0.195184854
728661	0.118179347	6.395671892	0.780019132	0.435730669	0.639538097	-5.920429129	SLC35E2B	0.19413358
55676	-0.151911092	3.849748637	-0.773418647	0.439622302	0.643558963	-5.738195379	SLC30A6	0.191411657
9057	0.103924446	5.073765972	0.767191619	0.44331202	0.646389211	-5.894121254	SLC7A6	0.189505901
1317	0.127095722	5.539725573	0.760292612	0.447420552	0.649403579	-5.916129159	SLC31A1	0.187485322
29988	0.13053973	4.085970951	0.75755456	0.44905713	0.650657704	-5.782738819	SLC2A8	0.186647424
51312	0.171641757	4.935145457	0.740624211	0.459251998	0.659147872	-5.90237524	SLC25A37	0.181017146
80218	0.096884079	6.482867356	0.738550161	0.460509797	0.660105146	-5.952097804	NAA50	0.180386882
113235	0.120602543	5.420975383	0.732666164	0.46408862	0.663136578	-5.936796782	SLC46A1	0.178397016
79154	0.139528384	2.609952448	0.72689277	0.467615212	0.666573044	-5.52674021	DHRS11	0.176152253
1806	-0.143444935	4.968438351	-0.725478941	0.468481093	0.666904609	-5.918122695	DPYD	0.175936281
6546	-0.190406108	4.933386799	-0.723023852	0.469986793	0.668523774	-5.908252125	SLC8A1	0.174883144
9446	0.116612554	6.73620853	0.713050604	0.476130847	0.673479821	-5.96928813	GSTO1	0.171675412
112483	-0.100101531	5.460626212	-0.712781783	0.476297064	0.673498166	-5.94192571	SAT2	0.171663583
8714	0.265448224	7.272227677	0.711401879	0.477150786	0.673990228	-5.954460411	ABCC3	0.1713464
63917	-0.153248981	7.142650241	-0.704394354	0.48149915	0.677032265	-5.961894543	GALNT11	0.169390634
11000	0.137290816	4.952207164	0.690476377	0.490199404	0.683742144	-5.940465221	SLC27A3	0.165107651
200010	0.336327799	3.777748516	0.687713188	0.491936732	0.684815471	-5.744196364	SLC5A9	0.164426437
283130	0.143360914	2.876329975	0.677226567	0.49856013	0.690120199	-5.624468668	SLC25A45	0.161075261
10861	-0.243521668	2.857603659	-0.666520627	0.505370795	0.695986919	-5.491385918	SLC26A1	0.157398923
207063	0.087642727	4.817915646	0.661201083	0.508773048	0.698121355	-5.932714415	DHRSX	0.156069077
51000	0.066174262	4.622848246	0.653094449	0.513980917	0.702386766	-5.929936987	SLC35B3	0.15342368
5250	0.080290107	8.398726627	0.651301434	0.515136531	0.703310122	-5.958112148	SLC25A3	0.152853132
292	-0.135282778	7.654939587	-0.648334221	0.517051895	0.704874134	-5.99175633	SLC25A5	0.151888426
23428	-0.217379771	4.183972088	-0.632056819	0.527624533	0.713164093	-5.904491312	SLC7A8	0.146810531
1244	-0.33788511	4.26056507	-0.630281289	0.528784442	0.714152019	-5.898447524	ABCC2	0.146209332
84179	-0.17988761	2.796781135	-0.612690848	0.540345727	0.723553341	-5.634159008	SLC49A3	0.140529447
80777	0.048325592	6.361800084	0.608137215	0.543359121	0.725690674	-6.036583417	CYB5B	0.139248458
123096	0.144540664	4.097702974	0.601638418	0.54767422	0.728891319	-5.916432652	SLC25A29	0.137337222
347734	0.070171838	5.994571417	0.592806574	0.553565532	0.733169283	-6.0409144	SLC35B2	0.134795739
92014	-0.073359516	3.018418181	-0.5916899	0.554312624	0.733663719	-5.689646896	SLC25A51	0.134502957
284129	0.083738226	4.173074346	0.582627184	0.560394121	0.738393552	-5.935778898	SLC26A11	0.131712104
55902	0.085218404	5.92765556	0.578901048	0.562903899	0.740788828	-6.046967288	ACSS2	0.130305576
10786	-0.481173696	6.336244717	-0.570718291	0.568434492	0.745313516	-6.03862673	SLC17A3	0.127661003
10999	0.091480244	4.539570632	0.542234144	0.587886993	0.760996386	-5.981582853	SLC27A4	0.118617406
203427	0.105212176	4.985396488	0.53723005	0.591336036	0.763279756	-6.013966406	SLC25A43	0.117316256
124637	-0.081531503	5.354860152	-0.533270537	0.594071699	0.765352041	-6.052104691	CYB5D1	0.116138755
126133	0.077937022	4.777616018	0.532987169	0.594267703	0.765414965	-6.018022043	ALDH16A1	0.116103051
4129	-0.220592656	7.672343572	-0.525041959	0.599775382	0.770400049	-6.071966747	MAOB	0.113283698
8501	-0.136647888	2.40511809	-0.519491046	0.603637012	0.773309376	-5.535339144	SLC43A1	0.111646724
9435	-0.123249694	4.842917463	-0.509626199	0.610527239	0.778534289	-6.008310382	CHST2	0.108722255
6059	-0.056940661	5.96446104	-0.507377073	0.612103056	0.779236962	-6.080027393	ABCE1	0.108330455
6509	-0.085075485	5.317167445	-0.500337557	0.617046805	0.782318896	-6.045270198	SLC1A4	0.10661618
51126	0.043396761	5.786416211	0.493390642	0.621942648	0.78590328	-6.076726878	NAA20	0.104630899
56606	-0.152064653	4.04377396	-0.489021963	0.625030111	0.787607491	-5.942673371	SLC2A9	0.103690162
222962	-0.173926776	5.167799761	-0.485664461	0.627407444	0.788999196	-6.049533198	SLC29A4	0.102923439
8273	0.057674204	5.203441926	0.466767748	0.64085944	0.797486973	-6.059838246	SLC10A3	0.098276402
28232	-0.085544658	5.345127526	-0.466930989	0.640742716	0.797486973	-6.075366928	SLCO3A1	0.098276402
376497	-0.065448309	5.236542685	-0.460348644	0.645456352	0.80041481	-6.072966758	SLC27A1	0.096684884
1808	0.085156198	7.806212542	0.456817871	0.647990661	0.802106324	-6.087955156	DPYSL2	0.09576806
5243	0.205550526	4.735831293	0.455659071	0.648823316	0.802646238	-6.057342136	ABCB1	0.095475826
29929	0.046882718	3.746030618	0.442615984	0.658225583	0.808377469	-5.881151167	ALG6	0.0923858
8659	0.156110045	6.008214171	0.437219235	0.662131915	0.811045848	-6.108906972	ALDH4A1	0.090954595
219	-0.105281363	5.26527221	-0.436630255	0.662558798	0.811286647	-6.079597219	ALDH1B1	0.090825672
50614	-0.313881052	1.946354621	-0.43530784	0.663517663	0.811730432	-5.464659963	GALNT9	0.090588172
2328	-0.183297746	3.387335461	-0.435485985	0.66338846	0.811730432	-5.80808816	FMO3	0.090588172
57153	-0.07172225	7.792177473	-0.428649085	0.668354207	0.815200462	-6.102138308	SLC44A2	0.088735583
873	-0.068568255	6.357649246	-0.42125781	0.67373902	0.818677717	-6.126600767	CBR1	0.08688703
84102	0.085025441	4.869981572	0.417545026	0.67645028	0.820533005	-6.056247129	SLC41A2	0.085903945
56731	0.076895475	6.32454312	0.408835297	0.682827036	0.824491485	-6.127676896	SLC2A4RG	0.083813825
51167	0.068796283	4.011809388	0.404255518	0.686189249	0.826472774	-5.94195699	CYB5R4	0.082771449
2950	-0.107442743	7.819480485	-0.404417638	0.686070123	0.826472774	-6.107933954	GSTP1	0.082771449
1727	-0.05900549	8.955429033	-0.399820752	0.689450949	0.827888763	-6.06669146	CYB5R3	0.082028012
4835	-0.081452498	5.644378778	-0.397345982	0.691273627	0.828938474	-6.106743878	NQO2	0.081477703
283848	-0.193650157	3.999941041	-0.392743013	0.694668502	0.831413714	-5.941832948	CES4A	0.080182816
133688	-0.377620889	3.093345584	-0.392291885	0.695001559	0.831727808	-5.732008467	UGT3A1	0.080018778
4247	-0.041761352	5.345320922	-0.388760432	0.697610783	0.833918208	-6.10479445	MGAT2	0.078876544
11185	-0.138918064	3.69962812	-0.369838154	0.711652031	0.842467326	-5.905988356	INMT	0.074446934
81031	-0.110135845	3.321651949	-0.357895242	0.720565369	0.848440147	-5.840779099	SLC2A10	0.071378789
55226	0.030131669	5.831631584	0.353222915	0.72406293	0.850517566	-6.143531134	NAT10	0.070316712
79623	-0.141423161	7.631363721	-0.351667157	0.72522881	0.850818152	-6.130935154	GALNT14	0.070163253
4248	-0.152688427	4.353492758	-0.33944245	0.73441201	0.855760388	-5.961491839	MGAT3	0.06764782
1836	-0.05612839	4.982519989	-0.336204207	0.736851037	0.857499472	-6.105564881	SLC26A2	0.066766139
6522	0.046133107	6.917230327	0.332179699	0.73988598	0.859672177	-6.151341229	SLC4A2	0.065667129
56603	0.112359682	2.506822156	0.323442267	0.746488952	0.863595323	-5.69041024	CYP26B1	0.063689718
6526	-0.09804142	6.457663962	-0.319500852	0.749473676	0.864776574	-6.162302778	SLC5A3	0.063096084
293	-0.052939312	9.24908375	-0.318611803	0.750147449	0.86536942	-6.073751438	SLC25A6	0.062798456
121260	-0.052871077	6.505133669	-0.317354599	0.75110056	0.865698893	-6.165586325	SLC15A4	0.062633138
25979	0.040560295	4.893998367	0.311596744	0.755470547	0.867911746	-6.10179659	DHRS7B	0.061524434
2879	0.061035895	7.601717787	0.308020054	0.758189081	0.869182817	-6.152502675	GPX4	0.060888868
9187	-0.041347996	4.046692898	-0.284783374	0.775922265	0.87924916	-6.039532531	SLC24A1	0.055888038
2948	0.046108868	5.157522595	0.28446479	0.776166234	0.879284022	-6.135403284	GSTM4	0.055870819
201232	0.090614716	2.978483819	0.281294167	0.778595471	0.880900922	-5.719710179	SLC16A13	0.055072935
2990	0.027175734	6.580887384	0.264813765	0.791256732	0.888181212	-6.180366438	GUSB	0.051498418
55640	-0.05687306	3.968265873	-0.257722004	0.79672232	0.890819212	-6.0509724	FLVCR2	0.050210425
6581	-0.104049034	2.771626829	-0.251906097	0.8012121	0.892592026	-5.825879367	SLC22A3	0.049346997
51377	0.034198852	4.226287196	0.249624181	0.802975509	0.893822549	-6.046468485	UCHL5	0.048748693
3029	-0.041177869	5.355778161	-0.237938225	0.812021719	0.900233436	-6.145216812	HAGH	0.045644861
5002	0.064075237	5.355317186	0.237138425	0.812641789	0.900666511	-6.146626635	SLC22A18	0.045435985
79695	0.051560143	3.872939927	0.233009762	0.815844523	0.902941542	-6.03577708	GALNT12	0.044340366
7172	-0.038309662	6.119549291	-0.231222501	0.817231918	0.903288625	-6.184452232	TPMT	0.044173459
6514	-0.168219426	3.953241597	-0.230033325	0.818155358	0.903800362	-5.935365387	SLC2A2	0.043927489
148867	-0.027218747	5.843880716	-0.228009107	0.81972782	0.904519304	-6.183389791	SLC30A7	0.04358216
57181	-0.035401436	5.287111235	-0.218320317	0.827264272	0.907563235	-6.159711249	SLC39A10	0.042123106
23169	-0.03995934	5.265337336	-0.216809209	0.82844115	0.907839529	-6.168943544	SLC35D1	0.041990911
166012	-0.096109458	2.959443169	-0.208798989	0.834686041	0.912193913	-5.773667408	CHST13	0.03991283
10058	-0.048262774	5.542377961	-0.202201638	0.83983732	0.915112692	-6.15809058	ABCB6	0.038525421
81034	-0.020552075	4.569243889	-0.194565759	0.845808079	0.918241311	-6.09385247	SLC25A32	0.037043173
57412	-0.049802954	4.155674353	-0.192940614	0.847079996	0.918775199	-6.003675816	AS3MT	0.036790736
2946	0.049118636	5.159316479	0.191371613	0.848308351	0.919346973	-6.164749727	GSTM2	0.03652055
7922	0.02062702	6.916471652	0.187417162	0.851405883	0.921007356	-6.194089693	SLC39A7	0.035736901
2593	-0.061115301	5.466281111	-0.185187067	0.853153739	0.922016134	-6.175270018	GAMT	0.035261479
9	-0.033552262	2.394244832	-0.18197864	0.85566964	0.922872004	-5.622503273	NAT1	0.034858528
6507	0.054719419	4.184417545	0.165532636	0.868588404	0.930873203	-6.101171709	SLC1A3	0.031109472
55508	0.023831882	3.724714631	0.162004461	0.87136459	0.932236626	-5.959037396	SLC35E3	0.030473838
23315	-0.019566568	5.028154219	-0.152568313	0.878797255	0.937152645	-6.159617454	SLC9A8	0.028189665
2589	0.019204631	6.363577406	0.145293301	0.884534995	0.940856994	-6.204239787	GALNT1	0.026476382
80155	-0.014170393	5.477023316	-0.111455989	0.911297306	0.953478001	-6.17847422	NAA15	0.020689323
24142	-0.016095183	2.663251074	-0.110427705	0.912112327	0.953822312	-5.773828048	NAA80	0.020532523
254428	-0.018839796	5.960292566	-0.10990108	0.912529768	0.954004712	-6.196622638	SLC41A1	0.02044948
84925	0.016482104	3.857181511	0.10891815	0.913308973	0.954358662	-6.012369025	SLC49A4	0.02028838
55238	0.01741485	3.468593215	0.107110352	0.9147423	0.954961445	-5.978662743	SLC38A7	0.020014162
6520	0.015647293	7.287109815	0.10066017	0.919858609	0.958039151	-6.197497471	SLC3A2	0.018616743
51703	0.022197901	5.196807452	0.100371031	0.920088035	0.958079291	-6.168943642	ACSL5	0.018598547
10057	-0.020068885	5.045353661	-0.094376363	0.924846153	0.960147491	-6.179374299	ABCC5	0.017662049
22950	-0.008054674	5.100458881	-0.090486179	0.927935343	0.961668992	-6.164245925	SLC4A1AP	0.016974387
4891	0.011275939	5.697699484	0.086938586	0.930753433	0.96296962	-6.204227832	SLC11A2	0.016387414
2882	0.016607529	3.528469084	0.080844371	0.93559649	0.965859034	-5.964980315	GPX7	0.015086254
23516	0.021281521	8.180243569	0.072389905	0.942319152	0.969698037	-6.171899902	SLC39A14	0.013363484
10723	-0.010485968	7.652282588	-0.04805683	0.961689203	0.979696618	-6.187607425	SLC12A7	0.008908391
54977	0.003600584	4.537311492	0.02949584	0.976480331	0.987803544	-6.124910612	SLC25A38	0.00532942
80723	-0.003514793	3.408053547	-0.014776979	0.988215712	0.993022514	-5.834011929	SLC35G2	0.003040905
7263	0.002089897	5.047241153	0.007897675	0.993701628	0.996239387	-6.148776267	TST	0.001636292
84255	0.001011595	5.467096266	0.00742717	0.994076848	0.996445914	-6.194537357	SLC37A3	0.001546269
