logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	neglogpadj
0.185154025	7.469684764	1.165040803	0.245009446	0.467121177	-5.732227354	SLC38A2	0.330570443
-0.212489436	7.225423646	-1.161930924	0.246268352	0.468336416	-5.742685207	SLC2A4RG	0.329442072
-0.161801759	4.83268762	-1.021286619	0.308013925	0.531459611	-5.745025498	NAA40	0.274529735
-0.281990833	4.140779859	-0.925873144	0.355321596	0.579273465	-5.756463638	SLC45A3	0.237116365
0.124257968	5.704026024	1.114698833	0.265950197	0.489660763	-5.758732239	SLC15A4	0.310104695
-0.058769085	2.666262989	-0.393598513	0.694181678	0.835208038	-5.765142949	SLC10A7	0.078205335
-0.012833184	4.01529183	-0.022800915	0.98182557	0.989284191	-5.766202841	SLC2A3	0.004678931
0.154983577	4.582212048	1.073167064	0.284134521	0.508976947	-5.776495531	SLC24A1	0.293301888
-0.266275622	3.630251555	-0.566432983	0.571560251	0.754753544	-5.777004589	SLC2A10	0.122194839
-0.030352233	2.773092539	-0.065983793	0.947438547	0.973034014	-5.780689803	SLC5A9	0.011871978
-0.178357327	4.684510566	-0.92176321	0.357457954	0.581202061	-5.782604705	GGT7	0.235672854
-0.191310484	5.352384025	-1.086337228	0.278278654	0.502546657	-5.785634761	SLCO3A1	0.298823612
0.045888301	3.057279799	0.228262005	0.819611757	0.912839545	-5.786257133	ABCB9	0.039605554
-0.114492303	5.417842292	-1.074981304	0.283322909	0.508173843	-5.796479789	ALG2	0.293987693
0.112101608	3.468271471	0.50960532	0.610735638	0.781446657	-5.799332144	NAA16	0.107100662
0.164493647	6.707948416	1.102226863	0.271324258	0.496577715	-5.808722897	ALDH9A1	0.304012774
-0.146620701	3.022393908	-0.30364576	0.761626795	0.877728887	-5.815203665	SLC23A1	0.056639608
-0.137971598	6.982862806	-1.093897299	0.274954778	0.499772	-5.817449358	CYB561	0.301228079
0.251720205	5.347224905	1.050240754	0.294527094	0.519738017	-5.834179545	ACSM3	0.284215515
-0.149851761	3.502997511	-0.526105919	0.599237533	0.773178479	-5.834618269	SLC29A3	0.111720243
-0.270143947	4.979978825	-0.925511162	0.35550943	0.579273465	-5.835055668	NAT14	0.237116365
0.12138273	6.375120349	1.065152354	0.287738875	0.513207183	-5.845376029	SLC35E1	0.289707274
-0.023340657	3.41998957	-0.042636662	0.96602203	0.982680412	-5.8532054	HSD17B14	0.007587701
-0.297106054	6.660406134	-1.057287449	0.291305884	0.517181315	-5.855130472	MAOA	0.286357174
-0.147002467	6.269515348	-1.051335382	0.294025145	0.519452514	-5.860585695	SLC30A9	0.284454148
0.000670301	3.400825099	0.001907883	0.99847911	0.999063954	-5.861877694	SLC16A2	0.00040671
0.133232472	5.27649041	0.992953873	0.32160305	0.544954934	-5.870091024	SLC7A6	0.263639411
0.127886131	7.019581135	1.041675352	0.298474748	0.522854756	-5.87182363	SLC39A7	0.281618937
-0.161498429	5.51992143	-1.010086111	0.31333964	0.535958033	-5.878462456	CYB5D1	0.270869215
-0.165021096	3.088976561	-0.604721031	0.545861703	0.73603129	-5.881041388	SLC8A1	0.133103723
-0.076041638	4.375451851	-0.859701203	0.39070064	0.611802328	-5.881350977	SLC25A17	0.213388875
-0.213026933	7.940574517	-1.004361258	0.316085141	0.538722302	-5.884521896	SLC44A2	0.268635045
-0.206744624	8.238047539	-0.989622486	0.323226346	0.546237016	-5.889788695	SLC25A5	0.262618873
9.76E-05	3.446669176	0.000486742	0.999611988	0.999778966	-5.901109516	SLC38A6	9.60045E-05
-0.134869287	4.604070124	-0.867811504	0.386252209	0.607816391	-5.902666643	SLC18B1	0.216227592
-0.089227775	5.233716877	-0.943967603	0.346012642	0.569631756	-5.906122207	SLC25A38	0.244405808
0.167633373	4.419453901	0.757879399	0.449170452	0.662089632	-5.910573895	SLC26A2	0.179083213
-0.268841581	5.854942028	-0.96533398	0.335223489	0.55964032	-5.918711701	GAMT	0.252091004
0.503114009	3.195203326	0.711874158	0.477144601	0.684370175	-5.920101678	SLC47A2	0.164708925
0.686614148	5.367566238	0.967865079	0.333959976	0.558576123	-5.926488226	SLC17A3	0.252917633
0.067825644	2.57440339	0.279351331	0.780184651	0.888766285	-5.927075251	SLC16A13	0.051212429
-0.365890967	5.008088693	-0.891794667	0.373280607	0.595131843	-5.928439428	SLC27A2	0.225386812
0.12135556	5.013707788	0.892941825	0.372667024	0.594549375	-5.93944991	SLC25A22	0.225812073
-0.123686726	9.087384183	-0.902469996	0.367594977	0.590498677	-5.958420153	SLC25A3	0.228781071
-0.221204528	3.531812124	-0.641454102	0.521760565	0.716857371	-5.960323076	SLC2A5	0.144567245
0.005482592	3.086543126	0.042249035	0.966330752	0.982827481	-5.966034605	SLC25A51	0.007522709
-0.068441021	3.945931586	-0.21366503	0.830966197	0.918678307	-5.967860545	SLC43A3	0.036836539
0.040291603	2.539777474	0.149850183	0.880992374	0.944103151	-5.969462607	SLC25A40	0.024980553
0.276112497	4.455478284	0.613719084	0.539906974	0.730779065	-5.971173735	GCNT3	0.136213903
0.113496058	7.377087047	0.933246032	0.351509491	0.575673708	-5.973811638	SLC38A10	0.239823605
-0.071009237	3.089828123	-0.190866424	0.848770713	0.928137092	-5.975803985	GSTO2	0.032387871
-0.123744453	5.138512115	-0.864075652	0.388297417	0.609335586	-5.979479158	SLC35B4	0.215143458
0.087150561	6.292987932	0.916672955	0.360115132	0.583112908	-5.987660474	ABCF2	0.234247345
0.147849404	7.830712652	0.902669206	0.367489397	0.590498677	-5.999672237	SLC3A2	0.228781071
0.139066988	5.595577622	0.888994723	0.374780859	0.596642228	-6.008698906	SLC41A1	0.224286012
0.133633387	6.534858092	0.892636321	0.372830368	0.594730739	-6.010445064	HSD17B12	0.225679614
0.12199598	4.014194052	0.576064744	0.565041337	0.750401466	-6.014051881	GSTA4	0.124706326
0.161638375	5.515415201	0.876650417	0.381439704	0.602763322	-6.018097587	ALDH5A1	0.219853182
0.13589097	4.439501697	0.763853737	0.445607568	0.65886537	-6.020074156	SLC25A46	0.181203318
0.112905126	8.341958929	0.84594778	0.398315445	0.618895478	-6.027214633	MGAT4B	0.20838269
-0.132936593	9.1261154	-0.833752014	0.405142462	0.624158108	-6.031434929	SLC25A6	0.204705383
-0.075293851	4.136137997	-0.643244712	0.52059994	0.716057585	-6.03207174	ABCB7	0.145052051
-0.097095478	5.27126045	-0.792670286	0.428651473	0.645754358	-6.044224811	SLC35C1	0.189932654
-0.070042685	4.13738003	-0.432158059	0.665964323	0.816749071	-6.049856944	SLC25A16	0.087911351
0.148253338	4.884104806	0.77137449	0.441145562	0.655178658	-6.053232395	GALNT4	0.183640258
-0.192556947	6.741326068	-0.838237632	0.40262334	0.622302943	-6.055256405	HSD3B7	0.205998145
0.08470683	4.171208016	0.585504734	0.558687299	0.745702955	-6.06134136	ABCB10	0.127434136
-0.326395477	6.63978009	-0.80682427	0.420463151	0.63856008	-6.067576913	SLC4A4	0.194798235
-0.141941275	4.504053662	-0.670813845	0.502900666	0.701156768	-6.081872374	DHRS13	0.15418487
0.418849654	7.045386952	0.798267324	0.425402399	0.642900481	-6.085880305	MGST1	0.191856249
0.101307495	5.718035714	0.787982054	0.431384122	0.647819	-6.08589973	SLC30A7	0.188546319
0.092114024	5.365353608	0.735265466	0.462802796	0.67278176	-6.088848785	ALDH16A1	0.172125791
-0.053724079	4.211119538	-0.261476452	0.793920324	0.896566944	-6.098088128	CHST10	0.047417277
-0.199691133	7.609085363	-0.776841651	0.437918156	0.652707086	-6.102704156	GALNT14	0.185281672
-0.06449996	4.478746818	-0.434099657	0.66455557	0.815959495	-6.105308994	ALG13	0.088331399
0.07863666	4.094599585	0.153895787	0.877804488	0.94208825	-6.109903927	SLC7A8	0.025908413
-0.023897542	3.880832855	-0.116904583	0.907020776	0.956989525	-6.117235237	SLC36A1	0.019092816
-0.09908489	5.745685814	-0.690037788	0.490750828	0.69301193	-6.134640153	SLC8B1	0.159259289
-0.076796365	4.83549796	-0.546832567	0.584936051	0.763021715	-6.136693634	ABCC10	0.117463102
-0.111717506	5.616138468	-0.706594983	0.480414902	0.686593681	-6.137960614	SLC46A1	0.163300198
0.063814397	3.822877723	0.371246093	0.71073935	0.845079198	-6.139150858	CYP2U1	0.073102589
-0.211241392	3.63405928	-0.54652546	0.585146788	0.763054861	-6.143242303	SLC15A2	0.117444237
-0.068828039	4.807880748	-0.577376719	0.564156163	0.749923549	-6.144835513	CYP20A1	0.124983009
0.171601412	6.566254114	0.710539212	0.477970403	0.685178171	-6.145600074	ALDH3B1	0.164196482
0.00873065	3.418283407	0.0580705	0.953734536	0.976401733	-6.15128715	SLC7A6OS	0.010371458
-0.092130347	7.206481068	-0.702127984	0.483191648	0.688026196	-6.15386694	ADH5	0.162395026
0.042712301	3.422813596	0.138816854	0.889696212	0.948465426	-6.163557418	ACSL5	0.022978496
-0.063804758	4.172419288	-0.225729145	0.82157932	0.912992981	-6.164019555	DPYD	0.039532561
0.109320982	6.983169224	0.687492154	0.492350546	0.693639446	-6.167111142	ABCB2	0.158866217
-0.098777724	5.173390201	-0.594043297	0.552970235	0.74148021	-6.174522976	SLC45A4	0.129900436
0.080557023	5.484180712	0.622429605	0.534173833	0.726241104	-6.180424819	SLC25A44	0.138919174
-0.015255849	4.220220841	-0.074578379	0.940604257	0.970130398	-6.182413779	SLC37A1	0.013169887
-0.17687919	8.034131158	-0.616016114	0.5383921	0.729656564	-6.197194148	SULF2	0.136881506
0.051408464	4.855556178	0.495129347	0.620903169	0.788725517	-6.19947773	HSDL1	0.103074109
-0.129823385	5.596310365	-0.599911718	0.549057782	0.738262625	-6.204255227	ARSB	0.131789117
-0.253416739	6.950266697	-0.608339389	0.543463215	0.733623266	-6.210566937	SLCO4C1	0.134526904
0.162964428	5.564496216	0.567762648	0.570658179	0.754180741	-6.213526774	CHST3	0.122524562
0.047631998	4.954573155	0.387620189	0.698596191	0.836987433	-6.213681207	SLC35D2	0.077281063
0.113492653	5.824537516	0.491275803	0.62362222	0.790227214	-6.214227807	SLC48A1	0.102248018
0.040857194	5.120807609	0.474139217	0.635775898	0.797808675	-6.216728152	ALG8	0.098101246
0.122563191	7.304378097	0.597461068	0.55068995	0.73965815	-6.218153648	CBR1	0.130968953
0.083115162	5.439345351	0.316312163	0.752004915	0.87209557	-6.226654303	SLC25A29	0.05943592
0.179865446	4.823452757	0.424486958	0.671541752	0.820248111	-6.227660627	SLC7A7	0.086054761
-0.064582504	6.399777457	-0.547045801	0.584789751	0.762921589	-6.235231042	SLC35C2	0.117520095
0.088276093	5.924404775	0.554867106	0.579435406	0.759411075	-6.239012238	SLC37A3	0.119523074
0.081504234	5.640675884	0.501152213	0.61666387	0.785757592	-6.243763706	HSD17B11	0.104711414
-0.058128785	5.557021817	-0.391954556	0.695394577	0.835659816	-6.245316304	NAA10	0.077970481
0.261188383	6.871467954	0.528740573	0.597410796	0.772266358	-6.249335194	ABCB1	0.112232884
-0.064225729	4.842611637	-0.336032159	0.737102195	0.861319164	-6.250139479	ABCA7	0.06483589
-0.041832379	4.49234446	-0.349417665	0.727042497	0.855429631	-6.254851385	SLC49A4	0.06781571
-0.013549911	4.102753824	-0.067055745	0.946585924	0.972325136	-6.262116938	SLC38A7	0.012188487
-0.092456709	6.094824934	-0.510689181	0.609977359	0.78088516	-6.268604097	HSDL2	0.10741283
-0.064180053	5.941669537	-0.458090914	0.647247952	0.805026404	-6.274452952	SLC11A2	0.094189875
-0.075559275	6.538279275	-0.45669751	0.648248059	0.805768165	-6.284632751	GSTO1	0.093789895
-0.007223033	4.952200919	-0.029219393	0.976710753	0.987013609	-6.284865477	SLC27A3	0.005676859
-0.206454488	6.490202853	-0.407942988	0.683632129	0.828236933	-6.287303217	ALDH1L1	0.081845407
-0.002566322	4.595369423	-0.024310133	0.980622815	0.988630932	-6.287782951	SLC9A6	0.004965806
-0.070006037	6.748378823	-0.470383959	0.638452595	0.799497977	-6.291797954	HSD17B4	0.097182631
-0.029750662	4.493454911	-0.146330317	0.883767565	0.945681046	-6.294103188	GALNT12	0.024255315
0.072432587	5.244998846	0.42008749	0.674748723	0.822196745	-6.295190073	SLC35D1	0.085024247
0.037233793	4.817664224	0.207996499	0.835385258	0.921230668	-6.298266697	GCNT2	0.035631613
-0.130936365	4.87879513	-0.374155311	0.708576345	0.843699286	-6.301662446	ALDH6A1	0.073812318
-0.247037531	7.513282457	-0.432736839	0.665544257	0.816609951	-6.304732278	NNMT	0.087985332
0.082626127	5.892963081	0.392062335	0.695315035	0.835659816	-6.3062283	SLC25A30	0.077970481
0.035541784	5.618749435	0.131968996	0.895105066	0.951014388	-6.316104551	SLC25A37	0.021812913
0.025097286	4.523650216	0.103409585	0.917713081	0.962565835	-6.31842817	SLC4A7	0.016569557
-0.049844225	7.931392653	-0.356323633	0.721870724	0.85204375	-6.31990755	SLC25A23	0.069538105
-0.0682876	5.742203949	-0.30312538	0.762022901	0.878100869	-6.319967691	ABCC5	0.056455593
0.02903465	8.181543665	0.347245831	0.728671551	0.856404378	-6.320865024	DDOST	0.067321121
-0.111487882	6.650795309	-0.393034487	0.694597724	0.835456784	-6.320999883	SLC6A6	0.07807601
-0.076997676	6.081195891	-0.381891354	0.702836118	0.839926072	-6.322068682	SLC44A3	0.075758938
-0.093682395	5.570610732	-0.358692149	0.720099904	0.851376085	-6.324446341	SLC2A13	0.069878553
0.032770182	6.371779306	0.167431011	0.867153662	0.936725409	-6.340654886	DHRS3	0.028387699
0.033590575	5.286798119	0.265422878	0.790882056	0.894908119	-6.345948878	SLC35A5	0.048221552
-0.006602594	5.478640615	-0.058364296	0.953500731	0.976401733	-6.35268926	SLC50A1	0.010371458
-0.114471287	5.508604004	-0.254355732	0.799410343	0.900203901	-6.359325682	SLC16A12	0.045659109
-0.009630294	5.708142951	-0.030624002	0.975591556	0.986631946	-6.362897081	SULT1C2	0.005844827
0.025000494	5.642678044	0.123805589	0.901559413	0.954231392	-6.363370577	DHRS4	0.0203463
-0.013173124	6.138576183	-0.123434895	0.901852658	0.954457409	-6.36953611	NAA20	0.020243446
-0.003646859	5.4315487	-0.030898674	0.975372702	0.986493928	-6.36996425	ALG1	0.005905584
-0.017808973	8.713018349	-0.052505102	0.95816425	0.978510737	-6.370134718	GSTP1	0.009434405
0.02077373	7.458111816	0.117798472	0.906313109	0.956989525	-6.373438069	ALDH3A2	0.019092816
0.052652406	6.792180708	0.188293666	0.850784961	0.928897694	-6.377584377	SLC16A4	0.032032115
0.028205124	6.917825365	0.180675927	0.856754688	0.931970977	-6.380886068	DPYSL2	0.030597612
0.029271289	6.382530852	0.195223092	0.845362087	0.926440102	-6.381437393	ALDH7A1	0.033182654
0.0142308	5.506357768	0.086305126	0.931286505	0.968153129	-6.384295645	SLC31A1	0.014055947
-0.01420641	5.645583712	-0.095925273	0.923649606	0.964659236	-6.385392876	SLC25A13	0.015626073
0.006161051	7.90067416	0.053547006	0.957334856	0.977997347	-6.388435347	SLC39A1	0.009662323
-0.000528842	7.299284386	-0.001942728	0.998451333	0.999063954	-6.388606832	ACSL1	0.00040671
0.010044441	6.006486042	0.059426521	0.952655439	0.975852974	-6.389081405	MGAT4A	0.01061561
0.013688148	6.930162015	0.123979073	0.901422179	0.954170476	-6.391294906	CYB5B	0.020374026
0.001547741	7.458956198	0.009377354	0.992524845	0.996301222	-6.394957873	SLC35F6	0.001609337
0.006487772	6.30498383	0.037580069	0.970049694	0.984390432	-6.395887438	SLC25A36	0.006832616
-0.003553892	6.235167397	-0.012456057	0.99007077	0.995051095	-6.399435021	SLC1A5	0.002154618
-0.000937807	6.353846878	-0.005020462	0.995997898	0.998013728	-6.399633469	GALNT1	0.000863485
